location,wyt,month,date,val
# Contra Costa Canal (C-5)(daily Chloride)
ROLD024,W,1,1,240
ROLD024,AN,1,1,190
ROLD024,BN,1,1,175
ROLD024,D,1,1,165
ROLD024,C,1,1,155

