location,wyt,month,date,val
# Tracy Export (DMC-1)(monthly avg of daily EC)
CHDMC006,W,10,1,1
CHDMC006,AN,10,1,1
CHDMC006,BN,10,1,1
CHDMC006,D,10,1,1
CHDMC006,C,10,1,1
# Banks Export (C-9)(monthly avg of daily EC)
CHSWP003,W,10,1,1
CHSWP003,AN,10,1,1
CHSWP003,BN,10,1,1
CHSWP003,D,10,1,1
CHSWP003,C,10,1,1
